institution,year,status,total
"MF vitenskapelig høyskole for teologi, religion og samfunn",2014,hybrid,2
"MF vitenskapelig høyskole for teologi, religion og samfunn",2014,grønn,5
"MF vitenskapelig høyskole for teologi, religion og samfunn",2014,lukket,53
"MF vitenskapelig høyskole for teologi, religion og samfunn",2015,diamant,1
"MF vitenskapelig høyskole for teologi, religion og samfunn",2015,gull,5
"MF vitenskapelig høyskole for teologi, religion og samfunn",2015,grønn,3
"MF vitenskapelig høyskole for teologi, religion og samfunn",2015,lukket,48
"MF vitenskapelig høyskole for teologi, religion og samfunn",2016,diamant,5
"MF vitenskapelig høyskole for teologi, religion og samfunn",2016,gull,6
"MF vitenskapelig høyskole for teologi, religion og samfunn",2016,grønn,10
"MF vitenskapelig høyskole for teologi, religion og samfunn",2016,lukket,44
"MF vitenskapelig høyskole for teologi, religion og samfunn",2017,diamant,10
"MF vitenskapelig høyskole for teologi, religion og samfunn",2017,gull,6
"MF vitenskapelig høyskole for teologi, religion og samfunn",2017,hybrid,3
"MF vitenskapelig høyskole for teologi, religion og samfunn",2017,grønn,7
"MF vitenskapelig høyskole for teologi, religion og samfunn",2017,lukket,32
"MF vitenskapelig høyskole for teologi, religion og samfunn",2018,diamant,13
"MF vitenskapelig høyskole for teologi, religion og samfunn",2018,gull,4
"MF vitenskapelig høyskole for teologi, religion og samfunn",2018,grønn,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2018,lukket,48
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,diamant,10
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,gull,5
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,hybrid,1
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,hybrid_avtale,1
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,grønn,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2019,lukket,34
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,diamant,10
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,gull,8
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,hybrid,3
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,hybrid_avtale,2
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,grønn,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2020,lukket,29
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,diamant,10
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,gull,15
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,hybrid,3
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,hybrid_avtale,2
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,grønn,33
"MF vitenskapelig høyskole for teologi, religion og samfunn",2021,lukket,33
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,diamant,16
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,gull,17
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,hybrid,4
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,hybrid_avtale,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,grønn,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2022,lukket,25
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,diamant,21
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,gull,21
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,hybrid,6
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,hybrid_avtale,13
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,grønn,7
"MF vitenskapelig høyskole for teologi, religion og samfunn",2023,lukket,31
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,diamant,18
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,gull,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,hybrid,1
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,hybrid_avtale,11
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,grønn,7
"MF vitenskapelig høyskole for teologi, religion og samfunn",2024,lukket,12
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,diamant,18
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,gull,5
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,hybrid,9
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,hybrid_avtale,6
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,grønn,11
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,deponert,2
"MF vitenskapelig høyskole for teologi, religion og samfunn",2025,lukket,16
Martina Hansens Hospital,2013,gull,2
Martina Hansens Hospital,2013,hybrid,1
Martina Hansens Hospital,2013,lukket,4
Martina Hansens Hospital,2014,gull,6
Martina Hansens Hospital,2014,hybrid,2
Martina Hansens Hospital,2014,lukket,3
Martina Hansens Hospital,2015,lukket,3
Martina Hansens Hospital,2016,diamant,1
Martina Hansens Hospital,2016,gull,3
Martina Hansens Hospital,2016,hybrid,3
Martina Hansens Hospital,2016,grønn,2
Martina Hansens Hospital,2016,lukket,10
Martina Hansens Hospital,2017,gull,9
Martina Hansens Hospital,2017,lukket,15
Martina Hansens Hospital,2018,gull,9
Martina Hansens Hospital,2018,grønn,4
Martina Hansens Hospital,2018,lukket,11
Martina Hansens Hospital,2019,diamant,1
Martina Hansens Hospital,2019,gull,5
Martina Hansens Hospital,2019,hybrid,1
Martina Hansens Hospital,2019,grønn,3
Martina Hansens Hospital,2019,lukket,5
Martina Hansens Hospital,2020,gull,4
Martina Hansens Hospital,2020,hybrid,1
Martina Hansens Hospital,2020,hybrid_avtale,4
Martina Hansens Hospital,2020,lukket,2
Martina Hansens Hospital,2021,gull,6
Martina Hansens Hospital,2021,hybrid_avtale,2
Martina Hansens Hospital,2021,grønn,1
Martina Hansens Hospital,2021,lukket,8
Martina Hansens Hospital,2022,diamant,1
Martina Hansens Hospital,2022,gull,4
Martina Hansens Hospital,2022,lukket,3
Martina Hansens Hospital,2023,gull,6
Martina Hansens Hospital,2023,hybrid,5
Martina Hansens Hospital,2023,hybrid_avtale,3
Martina Hansens Hospital,2023,grønn,1
Martina Hansens Hospital,2024,gull,6
Martina Hansens Hospital,2024,hybrid_avtale,3
Martina Hansens Hospital,2024,grønn,2
Martina Hansens Hospital,2024,lukket,3
Meteorologisk institutt,2015,gull,19
Meteorologisk institutt,2015,hybrid,8
Meteorologisk institutt,2015,grønn,6
Meteorologisk institutt,2015,lukket,29
Meteorologisk institutt,2016,gull,31
Meteorologisk institutt,2016,hybrid,16
Meteorologisk institutt,2016,grønn,11
Meteorologisk institutt,2016,lukket,23
Meteorologisk institutt,2017,gull,40
Meteorologisk institutt,2017,hybrid,14
Meteorologisk institutt,2017,grønn,12
Meteorologisk institutt,2017,lukket,28
Meteorologisk institutt,2018,diamant,3
Meteorologisk institutt,2018,gull,39
Meteorologisk institutt,2018,hybrid,14
Meteorologisk institutt,2018,grønn,17
Meteorologisk institutt,2018,lukket,17
Meteorologisk institutt,2019,gull,56
Meteorologisk institutt,2019,hybrid,17
Meteorologisk institutt,2019,hybrid_avtale,10
Meteorologisk institutt,2019,grønn,12
Meteorologisk institutt,2019,lukket,17
Meteorologisk institutt,2020,gull,48
Meteorologisk institutt,2020,hybrid,21
Meteorologisk institutt,2020,hybrid_avtale,7
Meteorologisk institutt,2020,grønn,15
Meteorologisk institutt,2020,lukket,24
Meteorologisk institutt,2021,gull,60
Meteorologisk institutt,2021,hybrid,15
Meteorologisk institutt,2021,hybrid_avtale,17
Meteorologisk institutt,2021,grønn,21
Meteorologisk institutt,2021,lukket,14
Meteorologisk institutt,2022,gull,57
Meteorologisk institutt,2022,hybrid,11
Meteorologisk institutt,2022,hybrid_avtale,12
Meteorologisk institutt,2022,grønn,10
Meteorologisk institutt,2022,lukket,14
Meteorologisk institutt,2023,gull,61
Meteorologisk institutt,2023,hybrid,19
Meteorologisk institutt,2023,hybrid_avtale,12
Meteorologisk institutt,2023,grønn,15
Meteorologisk institutt,2023,lukket,9
Meteorologisk institutt,2024,gull,63
Meteorologisk institutt,2024,hybrid,19
Meteorologisk institutt,2024,hybrid_avtale,31
Meteorologisk institutt,2024,grønn,10
Meteorologisk institutt,2024,lukket,5
Meteorologisk institutt,2025,diamant,1
Meteorologisk institutt,2025,gull,55
Meteorologisk institutt,2025,hybrid,21
Meteorologisk institutt,2025,hybrid_avtale,14
Meteorologisk institutt,2025,grønn,13
Meteorologisk institutt,2025,deponert,2
Meteorologisk institutt,2025,lukket,12
Modum Bad,2013,gull,2
Modum Bad,2013,grønn,2
Modum Bad,2013,lukket,19
Modum Bad,2014,diamant,1
Modum Bad,2014,grønn,1
Modum Bad,2014,lukket,24
Modum Bad,2015,gull,4
Modum Bad,2015,lukket,11
Modum Bad,2016,diamant,3
Modum Bad,2016,gull,1
Modum Bad,2016,lukket,15
Modum Bad,2017,gull,3
Modum Bad,2017,hybrid,2
Modum Bad,2017,grønn,3
Modum Bad,2017,lukket,12
Modum Bad,2018,diamant,1
Modum Bad,2018,gull,7
Modum Bad,2018,hybrid,3
Modum Bad,2018,grønn,1
Modum Bad,2018,lukket,7
Modum Bad,2019,gull,5
Modum Bad,2019,hybrid,4
Modum Bad,2019,hybrid_avtale,1
Modum Bad,2019,grønn,2
Modum Bad,2019,lukket,9
Modum Bad,2020,gull,6
Modum Bad,2020,hybrid,4
Modum Bad,2020,hybrid_avtale,3
Modum Bad,2020,grønn,4
Modum Bad,2020,lukket,6
Modum Bad,2021,gull,21
Modum Bad,2021,hybrid,2
Modum Bad,2021,hybrid_avtale,11
Modum Bad,2021,grønn,4
Modum Bad,2021,lukket,8
Modum Bad,2022,diamant,3
Modum Bad,2022,gull,11
Modum Bad,2022,hybrid,3
Modum Bad,2022,hybrid_avtale,5
Modum Bad,2022,grønn,5
Modum Bad,2022,lukket,9
Modum Bad,2023,diamant,2
Modum Bad,2023,gull,11
Modum Bad,2023,hybrid,5
Modum Bad,2023,hybrid_avtale,15
Modum Bad,2023,grønn,5
Modum Bad,2023,lukket,7
Modum Bad,2024,gull,4
Modum Bad,2024,hybrid_avtale,10
Modum Bad,2024,deponert,1
Modum Bad,2024,lukket,3
Modum Bad,2025,diamant,2
Modum Bad,2025,gull,13
Modum Bad,2025,hybrid,6
Modum Bad,2025,hybrid_avtale,3
Modum Bad,2025,grønn,2
Modum Bad,2025,deponert,2
Modum Bad,2025,lukket,7
Museer,2020,diamant,2
Museer,2020,hybrid,1
Museer,2020,lukket,1
Museer,2021,diamant,11
Museer,2021,gull,2
Museer,2021,hybrid_avtale,2
Museer,2021,grønn,2
Museer,2021,lukket,7
Museer,2022,diamant,10
Museer,2022,gull,1
Museer,2022,hybrid_avtale,1
Museer,2022,grønn,2
Museer,2022,lukket,11
Museer,2023,diamant,19
Museer,2023,gull,2
Museer,2023,hybrid_avtale,3
Museer,2023,grønn,5
Museer,2023,deponert,1
Museer,2023,lukket,13
Museer,2024,diamant,13
Museer,2024,gull,2
Museer,2024,hybrid_avtale,1
Museer,2024,grønn,1
Museer,2024,lukket,6
Museer,2025,diamant,7
Museer,2025,gull,5
Museer,2025,hybrid,4
Museer,2025,hybrid_avtale,2
Museer,2025,grønn,4
Museer,2025,deponert,1
Museer,2025,lukket,4
Møreforsking,2013,lukket,3
Møreforsking,2014,hybrid,1
Møreforsking,2014,grønn,1
Møreforsking,2014,lukket,4
Møreforsking,2015,gull,2
Møreforsking,2015,grønn,2
Møreforsking,2015,lukket,9
Møreforsking,2016,diamant,1
Møreforsking,2016,hybrid,2
Møreforsking,2016,grønn,5
Møreforsking,2016,lukket,6
Møreforsking,2017,gull,2
Møreforsking,2017,hybrid,3
Møreforsking,2017,grønn,7
Møreforsking,2017,lukket,4
Møreforsking,2018,gull,3
Møreforsking,2018,hybrid,3
Møreforsking,2018,grønn,3
Møreforsking,2018,lukket,2
Møreforsking,2019,diamant,1
Møreforsking,2019,gull,2
Møreforsking,2019,hybrid,1
Møreforsking,2019,hybrid_avtale,1
Møreforsking,2019,grønn,9
Møreforsking,2019,lukket,6
Møreforsking,2020,diamant,1
Møreforsking,2020,gull,9
Møreforsking,2020,hybrid,2
Møreforsking,2020,hybrid_avtale,5
Møreforsking,2020,grønn,7
Møreforsking,2020,lukket,4
Møreforsking,2021,gull,8
Møreforsking,2021,hybrid,2
Møreforsking,2021,hybrid_avtale,5
Møreforsking,2021,grønn,6
Møreforsking,2021,lukket,5
Møreforsking,2022,gull,6
Møreforsking,2022,hybrid,4
Møreforsking,2022,grønn,3
Møreforsking,2022,lukket,3
Møreforsking,2023,gull,6
Møreforsking,2023,hybrid,2
Møreforsking,2023,hybrid_avtale,6
Møreforsking,2023,grønn,2
Møreforsking,2023,lukket,2
Møreforsking,2024,diamant,1
Møreforsking,2024,gull,12
Møreforsking,2024,hybrid,5
Møreforsking,2024,hybrid_avtale,3
Møreforsking,2024,grønn,1
Møreforsking,2024,lukket,4
Møreforsking,2025,gull,6
Møreforsking,2025,hybrid,6
Møreforsking,2025,hybrid_avtale,3
Møreforsking,2025,grønn,1
Møreforsking,2025,lukket,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2013,diamant,3
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2013,grønn,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2013,lukket,27
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2014,diamant,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2014,hybrid,1
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2014,grønn,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2014,lukket,24
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2015,diamant,1
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2015,gull,1
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2015,hybrid,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2015,grønn,8
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2015,lukket,20
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2016,diamant,4
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2016,gull,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2016,hybrid,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2016,grønn,11
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2016,lukket,11
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2017,diamant,4
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2017,gull,8
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2017,hybrid,3
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2017,grønn,12
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2017,lukket,9
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2018,diamant,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2018,gull,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2018,hybrid,11
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2018,grønn,20
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2018,lukket,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2019,diamant,9
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2019,gull,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2019,hybrid,14
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2019,grønn,11
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2019,lukket,3
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,diamant,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,gull,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,hybrid,13
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,hybrid_avtale,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,grønn,8
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2020,lukket,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,diamant,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,gull,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,hybrid,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,hybrid_avtale,3
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,grønn,8
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2021,lukket,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,diamant,4
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,gull,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,hybrid,13
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,hybrid_avtale,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,grønn,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2022,lukket,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2023,diamant,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2023,gull,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2023,hybrid,20
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2023,hybrid_avtale,4
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2023,lukket,5
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,diamant,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,gull,11
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,hybrid,17
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,hybrid_avtale,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,grønn,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2024,lukket,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,diamant,6
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,gull,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,hybrid,7
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,hybrid_avtale,10
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,grønn,2
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,deponert,1
"NIFU Nordisk institutt for studier av innovasjon, forskning og utdanning",2025,lukket,12
NILU,2013,diamant,2
NILU,2013,gull,38
NILU,2013,hybrid,6
NILU,2013,grønn,18
NILU,2013,lukket,52
NILU,2014,gull,40
NILU,2014,hybrid,9
NILU,2014,grønn,25
NILU,2014,lukket,41
NILU,2015,diamant,1
NILU,2015,gull,37
NILU,2015,hybrid,15
NILU,2015,grønn,33
NILU,2015,lukket,45
NILU,2016,diamant,2
NILU,2016,gull,46
NILU,2016,hybrid,19
NILU,2016,grønn,23
NILU,2016,lukket,35
NILU,2017,gull,39
NILU,2017,hybrid,17
NILU,2017,grønn,34
NILU,2017,lukket,39
NILU,2018,diamant,1
NILU,2018,gull,40
NILU,2018,hybrid,14
NILU,2018,grønn,40
NILU,2018,lukket,24
NILU,2019,gull,36
NILU,2019,hybrid,10
NILU,2019,hybrid_avtale,9
NILU,2019,grønn,24
NILU,2019,lukket,22
NILU,2020,gull,45
NILU,2020,hybrid,17
NILU,2020,hybrid_avtale,13
NILU,2020,grønn,19
NILU,2020,lukket,9
NILU,2021,diamant,1
NILU,2021,gull,58
NILU,2021,hybrid,19
NILU,2021,hybrid_avtale,10
NILU,2021,grønn,20
NILU,2021,lukket,8
NILU,2022,diamant,1
NILU,2022,gull,62
NILU,2022,hybrid,12
NILU,2022,hybrid_avtale,17
NILU,2022,grønn,4
NILU,2022,lukket,9
NILU,2023,gull,63
NILU,2023,hybrid,11
NILU,2023,hybrid_avtale,19
NILU,2023,grønn,7
NILU,2023,lukket,7
NILU,2024,diamant,1
NILU,2024,gull,52
NILU,2024,hybrid,30
NILU,2024,hybrid_avtale,19
NILU,2024,grønn,15
NILU,2024,lukket,7
NILU,2025,diamant,4
NILU,2025,gull,57
NILU,2025,hybrid,23
NILU,2025,hybrid_avtale,15
NILU,2025,grønn,16
NILU,2025,deponert,1
NILU,2025,lukket,15
